"id","value","length","source"
"2191","namun","5","edukasi-005"
"2192","pada","4","edukasi-005"
"2193","saat","4","edukasi-005"
"2194","yang","4","edukasi-005"
"2195","sama","4","edukasi-005"
"2196","menyerukan","10","edukasi-005"
"2197","agar","4","edukasi-005"
"2198","para","4","edukasi-005"
"2199","guru","4","edukasi-005"
"2200","siswa","5","edukasi-005"
"2201","rsbi","4","edukasi-005"
"2202","tetap","5","edukasi-005"
"2203","berkegiatan","11","edukasi-005"
"2204","seperti","7","edukasi-005"
"2205","biasa","5","edukasi-005"
"2206","serupa","6","edukasi-005"
"2207","dinyatakannya","13","edukasi-005"
"2208","terhadap","8","edukasi-005"
"2209","keputusan","9","edukasi-005"
"2210","mahkamah","8","edukasi-005"
"2211","agung","5","edukasi-005"
"2212","beberapa","8","edukasi-005"
"2213","tahun","5","edukasi-005"
"2214","lalu","4","edukasi-005"
"2215","yang","4","edukasi-005"
"2216","menyatakan","10","edukasi-005"
"2217","bahwa","5","edukasi-005"
"2218","ujian","5","edukasi-005"
"2219","nasional","8","edukasi-005"
"2220","harus","5","edukasi-005"
"2221","dihentikan","10","edukasi-005"
"2222","namun","5","edukasi-005"
"2223","hingga","6","edukasi-005"
"2224","kini","4","edukasi-005"
"2225","berkeras","8","edukasi-005"
"2226","menyelenggarakan","16","edukasi-005"
"2227","ujian","5","edukasi-005"
"2228","nasional","8","edukasi-005"
"2229","suatu","5","edukasi-005"
"2230","yang","4","edukasi-005"
"2231","menunjukkan","11","edukasi-005"
"2232","pembangkangan","13","edukasi-005"
"2233","hukum","5","edukasi-005"
"2234","semua","5","edukasi-005"
"2235","kemelut","7","edukasi-005"
"2236","selain","6","edukasi-005"
"2237","membingungkan","13","edukasi-005"
"2238","menyedihkan","11","edukasi-005"
"2239","bisa","4","edukasi-005"
"2240","dimaklumi","9","edukasi-005"
"2241","jika","4","edukasi-005"
"2242","juga","4","edukasi-005"
"2243","membangkitkan","13","edukasi-005"
"2244","rasa","4","edukasi-005"
"2245","apatis","6","edukasi-005"
"2246","sekaligus","9","edukasi-005"
"2247","amarah","6","edukasi-005"
"2248","publik","6","edukasi-005"
"2249","hendak","6","edukasi-005"
"2250","dididik","7","edukasi-005"
"2251","jadi","4","edukasi-005"
"2252","sebenarnya","10","edukasi-005"
"2253","bangsa","6","edukasi-005"
"2254","kita","4","edukasi-005"
"2255","sudah","5","edukasi-005"
"2256","tahun","5","edukasi-005"
"2257","merdeka","7","edukasi-005"
"2258","tetapi","6","edukasi-005"
"2259","pemerintah","10","edukasi-005"
"2260","juga","4","edukasi-005"
"2261","mampu","5","edukasi-005"
"2262","merumuskan","10","edukasi-005"
"2263","membuat","7","edukasi-005"
"2264","desain","6","edukasi-005"
"2265","besar","5","edukasi-005"
"2266","pendidikan","10","edukasi-005"
"2267","bangsa","6","edukasi-005"
"2268","yang","4","edukasi-005"
"2269","jelas","5","edukasi-005"
"2270","bernas","6","edukasi-005"
"2271","holistik","8","edukasi-005"
"2272","sebuah","6","edukasi-005"
"2273","kebijakan","9","edukasi-005"
"2274","pendidikan","10","edukasi-005"
"2275","yang","4","edukasi-005"
"2276","bisa","4","edukasi-005"
"2277","dipahami","8","edukasi-005"
"2278","akal","4","edukasi-005"
"2279","sehat","5","edukasi-005"
"2280","mudah","5","edukasi-005"
"2281","dilaksanakan","12","edukasi-005"
"2282","lapangan","8","edukasi-005"
"2283","semua","5","edukasi-005"
"2284","unit","4","edukasi-005"
"2285","pendidikan","10","edukasi-005"
"2286","serta","5","edukasi-005"
"2287","adil","4","edukasi-005"
"2288","bagi","4","edukasi-005"
"2289","seluruh","7","edukasi-005"
"2290","rakyat","6","edukasi-005"
"2291","rakyat","6","edukasi-005"
"2292","sudah","5","edukasi-005"
"2293","letih","5","edukasi-005"
"2294","menjadi","7","edukasi-005"
"2295","bangsa","6","edukasi-005"
"2296","pariah","6","edukasi-005"
"2297","dunia","5","edukasi-005"
"2298","yang","4","edukasi-005"
"2299","moralnya","8","edukasi-005"
"2300","ambruk","6","edukasi-005"
"2301","oleh","4","edukasi-005"
"2302","semeru","6","edukasi-005"
"2303","korupsi","7","edukasi-005"
"2304","yang","4","edukasi-005"
"2305","pemerintahannya","15","edukasi-005"
"2306","begitu","6","edukasi-005"
"2307","lemah","5","edukasi-005"
"2308","tanpa","5","edukasi-005"
"2309","visi","4","edukasi-005"
"2310","yang","4","edukasi-005"
"2311","kementerian","11","edukasi-005"
"2312","pendidikannya","13","edukasi-005"
"2313","begitu","6","edukasi-005"
"2314","limbung","7","edukasi-005"
"2315","tanpa","5","edukasi-005"
"2316","arah","4","edukasi-005"
"2317","kerusakan","9","edukasi-005"
"2318","bangsa","6","edukasi-005"
"2319","hanya","5","edukasi-005"
"2320","bisa","4","edukasi-005"
"2321","dihentikan","10","edukasi-005"
"2322","jika","4","edukasi-005"
"2323","pertama-tama","12","edukasi-005"
"2324","kemdikbud","9","edukasi-005"
"2325","kementerian","11","edukasi-005"
"2326","agama","5","edukasi-005"
"2327","yang","4","edukasi-005"
"2328","juga","4","edukasi-005"
"2329","menangani","9","edukasi-005"
"2330","institusi","9","edukasi-005"
"2331","pendidikan","10","edukasi-005"
"2332","sebagai","7","edukasi-005"
"2333","mercusuar","9","edukasi-005"
"2334","intelektualitas","15","edukasi-005"
"2335","moralitas","9","edukasi-005"
"2336","berhenti","8","edukasi-005"
"2337","menjadi","7","edukasi-005"
"2338","sarang","6","edukasi-005"
"2339","koruptor","8","edukasi-005"
"2340","kedua","5","edukasi-005"
"2341","kemdikbud","9","edukasi-005"
"2342","kementerian","11","edukasi-005"
"2343","agama","5","edukasi-005"
"2344","harus","5","edukasi-005"
"2345","mengibarkan","11","edukasi-005"
"2346","visi","4","edukasi-005"
"2347","membangun","9","edukasi-005"
"2348","manusia","7","edukasi-005"
"2349","indonesia","9","edukasi-005"
"2350","yang","4","edukasi-005"
"2351","berilmu","7","edukasi-005"
"2352","berakhlak","9","edukasi-005"
"2353","mulia","5","edukasi-005"
"2354","kukuh","5","edukasi-005"
"2355","jati","4","edukasi-005"
"2356","diri","4","edukasi-005"
"2357","serta","5","edukasi-005"
"2358","misi","4","edukasi-005"
"2359","membangun","9","edukasi-005"
"2360","lembaga","7","edukasi-005"
"2361","pendidikan","10","edukasi-005"
"2362","nasional","8","edukasi-005"
"2363","yang","4","edukasi-005"
"2364","membuat","7","edukasi-005"
"2365","anak","4","edukasi-005"
"2366","didik","5","edukasi-005"
"2367","bahagia","7","edukasi-005"
"2368","belajar","7","edukasi-005"
"2369","cinta","5","edukasi-005"
"2370","belajar","7","edukasi-005"
"2371","sepanjang","9","edukasi-005"
"2372","hayat","5","edukasi-005"
"2373","ketiga","6","edukasi-005"
"2374","semua","5","edukasi-005"
"2375","pihak","5","edukasi-005"
"2376","harus","5","edukasi-005"
"2377","sadar","5","edukasi-005"
"2378","bahwa","5","edukasi-005"
"2379","semua","5","edukasi-005"
"2380","tak","3","edukasi-005"
"2381","akan","4","edukasi-005"
"2382","mewujud","7","edukasi-005"
"2383","jika","4","edukasi-005"
"2384","dimulai","7","edukasi-005"
"2385","dengan","6","edukasi-005"
"2386","penanganan","10","edukasi-005"
"2387","ekstra","6","edukasi-005"
"2388","serius","6","edukasi-005"
"2389","terhadap","8","edukasi-005"
"2390","pendidikan","10","edukasi-005"
"2391","anak","4","edukasi-005"
"2392","usia","4","edukasi-005"
"2393","dini","4","edukasi-005"
"2394","larangan","8","regional-001"
"2395","ngangkang","9","regional-001"
"2396","lelucon","7","regional-001"
"2397","pentingsudah","12","regional-001"
"2398","sembilan","8","regional-001"
"2399","hari","4","regional-001"
"2400","surat","5","regional-001"
"2401","edaran","6","regional-001"
"2402","yang","4","regional-001"
"2403","dikeluarkan","11","regional-001"
"2404","wali","4","regional-001"
"2405","kota","4","regional-001"
"2406","lhokseumawe","11","regional-001"
"2407","suadi","5","regional-001"
"2408","yahya","5","regional-001"
"2409","agar","4","regional-001"
"2410","perempuan","9","regional-001"
"2411","yang","4","regional-001"
"2412","dibonceng","9","regional-001"
"2413","sepeda","6","regional-001"
"2414","motor","5","regional-001"
"2415","dilarang","8","regional-001"
"2416","mengangkang","11","regional-001"
"2417","dijalankan","10","regional-001"
"2418","padahal","7","regional-001"
"2419","sebenarnya","10","regional-001"
"2420","menurut","7","regional-001"
"2421","syariat","7","regional-001"
"2422","islam","5","regional-001"
"2423","perempuan","9","regional-001"
"2424","tidak","5","regional-001"
"2425","dilarang","8","regional-001"
"2426","mengangkang","11","regional-001"
"2427","islam","5","regional-001"
"2428","melarang","8","regional-001"
"2429","membuka","7","regional-001"
"2430","aurat","5","regional-001"
"2431","bukan","5","regional-001"
"2432","menangkang","10","regional-001"
"2433","saat","4","regional-001"
"2434","dibonceng","9","regional-001"
"2435","motor","5","regional-001"
"2436","pandangan","9","regional-001"
"2437","tersebut","8","regional-001"
"2438","disampaikan","11","regional-001"
"2439","oleh","4","regional-001"
"2440","ketua","5","regional-001"
"2441","umum","4","regional-001"
"2442","pbnu","4","regional-001"
"2443","said","4","regional-001"
"2444","aqil","4","regional-001"
"2445","siroj","5","regional-001"
"2446","menanggapi","10","regional-001"
"2447","surat","5","regional-001"
"2448","edaran","6","regional-001"
"2449","dilarang","8","regional-001"
"2450","mengangkang","11","regional-001"
"2451","walikota","8","regional-001"
"2452","lhoksumawe","10","regional-001"
"2453","suadi","5","regional-001"
"2454","yahya","5","regional-001"
"2455","pbnu","4","regional-001"
"2456","menilai","7","regional-001"
"2457","perda","5","regional-001"
"2458","dilarang","8","regional-001"
"2459","mengangkang","11","regional-001"
"2460","lelucon","7","regional-001"
"2461","tidak","5","regional-001"
"2462","terlalu","7","regional-001"
"2463","penting","7","regional-001"
"2464","kata","4","regional-001"
"2465","said","4","regional-001"
"2466","aqil","4","regional-001"
"2467","kantornya","9","regional-001"
"2468","jakarta","7","regional-001"
"2469","rabu","4","regional-001"
"2470","said","4","regional-001"
"2471","aqil","4","regional-001"
"2472","menegaskan","10","regional-001"
"2473","hukum","5","regional-001"
"2474","islam","5","regional-001"
"2475","tidak","5","regional-001"
"2476","mempersalahkan","14","regional-001"
"2477","perempuan","9","regional-001"
"2478","mengangkang","11","regional-001"
"2479","atau","4","regional-001"
"2480","tidak","5","regional-001"
"2481","menurutnya","10","regional-001"
"2482","itu","3","regional-001"
"2483","adalah","6","regional-001"
"2484","pilihan","7","regional-001"
"2485","perempuan","9","regional-001"
"2486","untuk","5","regional-001"
"2487","bergerak","8","regional-001"
"2488","sesuai","6","regional-001"
"2489","kenyamanannya","13","regional-001"
"2490","menurut","7","regional-001"
"2491","imam","4","regional-001"
"2492","ketentuan","9","regional-001"
"2493","aurat","5","regional-001"
"2494","asal","4","regional-001"
"2495","menutupi","8","regional-001"
"2496","sampai","6","regional-001"
"2497","bawahnya","8","regional-001"
"2498","sikut","5","regional-001"
"2499","lutut","5","regional-001"
"2500","sudah","5","regional-001"
"2501","cukup","5","regional-001"
"2502","berjilbab","9","regional-001"
"2503","tegasnya","8","regional-001"
"2504","seperti","7","regional-001"
"2505","diberitakan","11","regional-001"
"2506","wali","4","regional-001"
"2507","kota","4","regional-001"
"2508","lhokseumawe","11","regional-001"
"2509","suadi","5","regional-001"
"2510","yahya","5","regional-001"
"2511","mengeluarkan","12","regional-001"
"2512","surat","5","regional-001"
"2513","edaran","6","regional-001"
"2514","yang","4","regional-001"
"2515","mengimbau","9","regional-001"
"2516","kaum","4","regional-001"
"2517","perempuan","9","regional-001"
"2518","tidak","5","regional-001"
"2519","duduk","5","regional-001"
"2520","mengangkang","11","regional-001"
"2521","saat","4","regional-001"
"2522","dibonceng","9","regional-001"
"2523","sepeda","6","regional-001"
"2524","motor","5","regional-001"
"2525","alasannya","9","regional-001"
"2526","adalah","6","regional-001"
"2527","untuk","5","regional-001"
"2528","peningkatan","11","regional-001"
"2529","mendukung","9","regional-001"
"2530","syariat","7","regional-001"
"2531","islam","5","regional-001"
"2532","yang","4","regional-001"
"2533","telah","5","regional-001"
"2534","qanunnya","8","regional-001"
"2535","aceh","4","regional-001"
"2536","menurut","7","regional-001"
"2537","suadi","5","regional-001"
"2538","kaum","4","regional-001"
"2539","perempuan","9","regional-001"
"2540","yang","4","regional-001"
"2541","duduk","5","regional-001"
"2542","mengangkang","11","regional-001"
"2543","saat","4","regional-001"
"2544","dibonceng","9","regional-001"
"2545","sepeda","6","regional-001"
"2546","motor","5","regional-001"
"2547","tidak","5","regional-001"
"2548","sesuai","6","regional-001"
"2549","dengan","6","regional-001"
"2550","budaya","6","regional-001"
"2551","aceh","4","regional-001"
"2552","yang","4","regional-001"
"2553","islami","6","regional-001"
"2554","surat","5","regional-001"
"2555","edaran","6","regional-001"
"2556","telah","5","regional-001"
"2557","diberlakukan","12","regional-001"
"2558","sejak","5","regional-001"
"2559","selasa","6","regional-001"
"2560","polisi","6","regional-002"
"2561","sita","4","regional-002"
"2562","pipa","4","regional-002"
"2563","tupperware","10","regional-002"
"2564","makassar","8","regional-002"
"2565","jakarta","7","regional-002"
"2566","kompas","6","regional-002"
"2567","detasemen","9","regional-002"
"2568","khusus","6","regional-002"
"2569","antiteror","9","regional-002"
"2570","polri","5","regional-002"
"2571","melakukan","9","regional-002"
"2572","penggeledahan","13","regional-002"
"2573","pada","4","regional-002"
"2574","rumah","5","regional-002"
"2575","maupun","6","regional-002"
"2576","kebun","5","regional-002"
"2577","milik","5","regional-002"
"2578","terduga","7","regional-002"
"2579","teroris","7","regional-002"
"2580","enrekang","8","regional-002"
"2581","makassar","8","regional-002"
"2582","sulawesi","8","regional-002"
"2583","selatan","7","regional-002"
"2584","rabu","4","regional-002"
"2585","pada","4","regional-002"
"2586","penggeledahan","13","regional-002"
"2587","tersebut","8","regional-002"
"2588","polisi","6","regional-002"
"2589","menemukan","9","regional-002"
"2590","pipa","4","regional-002"
"2591","tupperware","10","regional-002"
"2592","jumlah","6","regional-002"
"2593","yang","4","regional-002"
"2594","dapat","5","regional-002"
"2595","ditemukan","9","regional-002"
"2596","sebanyak","8","regional-002"
"2597","buah","4","regional-002"
"2598","pipa","4","regional-002"
"2599","buah","4","regional-002"
"2600","tupperware","10","regional-002"
"2601","yang","4","regional-002"
"2602","dirakit","7","regional-002"
"2603","menjadi","7","regional-002"
"2604","satu","4","regional-002"
"2605","seberat","7","regional-002"
"2606","kilogram","8","regional-002"
"2607","ujar","4","regional-002"
"2608","kepala","6","regional-002"
"2609","biro","4","regional-002"
"2610","penerangan","10","regional-002"
"2611","masyarakat","10","regional-002"
"2612","polri","5","regional-002"
"2613","brigadir","8","regional-002"
"2614","jenderal","8","regional-002"
"2615","rafli","5","regional-002"
"2616","amar","4","regional-002"
"2617","mabes","5","regional-002"
"2618","polri","5","regional-002"
"2619","jakarta","7","regional-002"
"2620","rabu","4","regional-002"
"2621","sore","4","regional-002"
"2622","pertama","7","regional-002"
"2623","penggeledahan","13","regional-002"
"2624","dilakukan","9","regional-002"
"2625","rumah","5","regional-002"
"2626","fadli","5","regional-002"
"2627","desa","4","regional-002"
"2628","kalosi","6","regional-002"
"2629","kecamatan","9","regional-002"
"2630","alla","4","regional-002"
"2631","enrekang","8","regional-002"
"2632","pukul","5","regional-002"
"2633","pada","4","regional-002"
"2634","penggeledahan","13","regional-002"
"2635","tersebut","8","regional-002"
"2636","polisi","6","regional-002"
"2637","menyita","7","regional-002"
"2638","rangkaian","9","regional-002"
"2639","alat","4","regional-002"
"2640","elektronik","10","regional-002"
"2641","sisa-sisa","9","regional-002"
"2642","bahan","5","regional-002"
"2643","peledak","7","regional-002"
"2644","urea","4","regional-002"
"2645","nitrat","6","regional-002"
"2646","alat","4","regional-002"
"2647","membuat","7","regional-002"
"2648","satu","4","regional-002"
"2649","pipa","4","regional-002"
"2650","untuk","5","regional-002"
"2651","cashing","7","regional-002"
"2652","penggeledahan","13","regional-002"
"2653","juga","4","regional-002"
"2654","dilakukan","9","regional-002"
"2655","tempat","6","regional-002"
"2656","penggilingan","12","regional-002"
"2657","kopi","4","regional-002"
"2658","pukul","5","regional-002"
"2659","tempat","6","regional-002"
"2660","terduga","7","regional-002"
"2661","teroris","7","regional-002"
"2662","fahri","5","regional-002"
"2663","menyimpan","9","regional-002"
"2664","buah","4","regional-002"
"2665","pipa","4","regional-002"
"2666","aktif","5","regional-002"
"2667","kemudian","8","regional-002"
"2668","penggeledahan","13","regional-002"
"2669","dilakukan","9","regional-002"
"2670","pukul","5","regional-002"
"2671","rumah","5","regional-002"
"2672","syarifudin","10","regional-002"
"2673","desa","4","regional-002"
"2674","kalosi","6","regional-002"
"2675","kecamatan","9","regional-002"
"2676","alla","4","regional-002"
"2677","enrekang","8","regional-002"
"2678","sana","4","regional-002"
"2679","polisi","6","regional-002"
"2680","menyita","7","regional-002"
"2681","sejumlah","8","regional-002"
"2682","paku","4","regional-002"
"2683","peta","4","regional-002"
"2684","wilayah","7","regional-002"
"2685","kecamatan","9","regional-002"
"2686","alla","4","regional-002"
"2687","buku-buku","9","regional-002"
"2688","jihad","5","regional-002"
"2689","dari","4","regional-002"
"2690","pengembangan","12","regional-002"
"2691","tersebut","8","regional-002"
"2692","diamankan","9","regional-002"
"2693","juga","4","regional-002"
"2694","saudara","7","regional-002"
"2695","fahri","5","regional-002"
"2696","yang","4","regional-002"
"2697","bersangkutan","12","regional-002"
"2698","dititipi","8","regional-002"
"2699","oleh","4","regional-002"
"2700","saudara","7","regional-002"
"2701","syarifudin","10","regional-002"
"2702","disimpan","8","regional-002"
"2703","kebunnya","8","regional-002"
"2704","desa","4","regional-002"
"2705","bolang","6","regional-002"
"2706","kecamatan","9","regional-002"
"2707","alla","4","regional-002"
"2708","kabupaten","9","regional-002"
"2709","enrekang","8","regional-002"
"2710","telah","5","regional-002"
"2711","disita","6","regional-002"
"2712","pipa","4","regional-002"
"2713","serta","5","regional-002"
"2714","detonator","9","regional-002"
"2715","terang","6","regional-002"
