"id","input","output","process_time","issue","source"
"1622","negara","negara","0.00224",,"edukasi-003"
"1623","programnya","program","0.00237",,"edukasi-003"
"1624","juga","juga","0.00454",,"edukasi-003"
"1625","sudah","sudah","0.00387",,"edukasi-003"
"1626","tidak","tidak","0.00346",,"edukasi-003"
"1627","boleh","boleh","0.00325",,"edukasi-003"
"1628","jalan","jalan","0.00311",,"edukasi-003"
"1629","ujar","ujar","0.00405",,"edukasi-003"
"1630","febri","febri","0.00583","lemma_not_found","edukasi-003"
"1631","menegaskan","tegas","0.00484",,"edukasi-003"
"1632","bahwa","bahwa","0.00145",,"edukasi-003"
"1633","jika","jika","0.00205",,"edukasi-003"
"1634","anggaran","anggar","0.00253",,"edukasi-003"
"1635","rsbi-sbi","rsbi-sbi","0.00411","lemma_not_found","edukasi-003"
"1636","tidak","tidak","0.00199",,"edukasi-003"
"1637","dikembalikan","kembali","0.00557",,"edukasi-003"
"1638","terus","terus","0.01222",,"edukasi-003"
"1639","digunakan","guna","0.00540",,"edukasi-003"
"1640","maka","maka","0.00302",,"edukasi-003"
"1641","melanggar","langgar","0.00426",,"edukasi-003"
"1642","hukum","hukum","0.00318",,"edukasi-003"
"1643","karena","karena","0.00299",,"edukasi-003"
"1644","dalam","dalam","0.00345",,"edukasi-003"
"1645","putusan","putus","0.00440",,"edukasi-003"
"1646","terkait","kait","0.00394",,"edukasi-003"
"1647","pasal","pasal","0.00302",,"edukasi-003"
"1648","ayat","ayat","0.00351",,"edukasi-003"
"1649","no","no","0.00299","lemma_not_found","edukasi-003"
"1650","tahun","tahun","0.00354",,"edukasi-003"
"1651","tentang","tentang","0.00167",,"edukasi-003"
"1652","sistem","sistem","0.00233",,"edukasi-003"
"1653","pendidikan","didik","0.00750",,"edukasi-003"
"1654","nasional","nasional","0.00216",,"edukasi-003"
"1655","jelas","jelas","0.00313",,"edukasi-003"
"1656","menggugurkan","gugur","0.00519",,"edukasi-003"
"1657","semua","semua","0.00315",,"edukasi-003"
"1658","aturan","atur","0.00401",,"edukasi-003"
"1659","perundang-undangan","undang","0.00515",,"edukasi-003"
"1660","lain","lain","0.00311",,"edukasi-003"
"1661","yang","yang","0.00330",,"edukasi-003"
"1662","dijadikan","jadi","0.00514",,"edukasi-003"
"1663","dasar","dasar","0.00319",,"edukasi-003"
"1664","berjalannya","jalan","0.00789",,"edukasi-003"
"1665","rsbi-sbi","rsbi-sbi","0.00649","lemma_not_found","edukasi-003"
"1666","kalau","kalau","0.00320",,"edukasi-003"
"1667","tetap","tetap","0.00356",,"edukasi-003"
"1668","dibiarkan","biar","0.00515",,"edukasi-003"
"1669","maka","maka","0.00281",,"edukasi-003"
"1670","sama","sama","0.00177",,"edukasi-003"
"1671","saja","saja","0.00189",,"edukasi-003"
"1672","melanggar","langgar","0.00457",,"edukasi-003"
"1673","hukum","hukum","0.00310",,"edukasi-003"
"1674","bisa","bisa","0.00362",,"edukasi-003"
"1675","dilaporkan","lapor","0.00501",,"edukasi-003"
"1676","polisi","polisi","0.00382",,"edukasi-003"
"1677","atau","atau","0.00376",,"edukasi-003"
"1678","nanti","nanti","0.01191",,"edukasi-003"
"1679","bisa","bisa","0.00165",,"edukasi-003"
"1680","kena","kena","0.01084",,"edukasi-003"
"1681","saat","saat","0.00396",,"edukasi-003"
"1682","diaudit","audit","0.00186",,"edukasi-003"
"1683","tandasnya","tandas","0.00155",,"edukasi-003"
"1684","berharap","harap","0.00477",,"edukasi-004"
"1685","kemdikbud","kemdikbud","0.00616","lemma_not_found","edukasi-004"
"1686","terbuka","buka","0.00454",,"edukasi-004"
"1687","pascaputusanterkait","pascaputusanterkait","0.00688","lemma_not_found","edukasi-004"
"1688","dengan","dengan","0.00409",,"edukasi-004"
"1689","pemantauan","pantau","0.00648",,"edukasi-004"
"1690","implementasi","implementasi","0.00133",,"edukasi-004"
"1691","putusan","putus","0.00168",,"edukasi-004"
"1692","mahkamah","mahkamah","0.00216",,"edukasi-004"
"1693","konstitusi","konstitusi","0.00151",,"edukasi-004"
"1694","terhadap","hadap","0.00180",,"edukasi-004"
"1695","rintisan","rintis","0.00321",,"edukasi-004"
"1696","sekolah","sekolah","0.00200",,"edukasi-004"
"1697","bertaraf","taraf","0.00264",,"edukasi-004"
"1698","internasional","internasional","0.01237",,"edukasi-004"
"1699","rsbi","rsbi","0.01352","lemma_not_found","edukasi-004"
"1700","indonesia","Indonesia","0.00210",,"edukasi-004"
"1701","corruption","corruption","0.00184","lemma_not_found","edukasi-004"
"1702","watch","watch","0.00164","lemma_not_found","edukasi-004"
"1703","bersama","sama","0.00172",,"edukasi-004"
"1704","dengan","dengan","0.00130",,"edukasi-004"
"1705","orangtua","orangtua","0.00351","lemma_not_found","edukasi-004"
"1706","murid","murid","0.01222",,"edukasi-004"
"1707","pemohon","mohon","0.01143",,"edukasi-004"
"1708","judicial","judicial","0.00298","lemma_not_found","edukasi-004"
"1709","review","review","0.00170","lemma_not_found","edukasi-004"
"1710","terhadap","hadap","0.00164",,"edukasi-004"
"1711","pasal","pasal","0.00354",,"edukasi-004"
"1712","yang","yang","0.00406",,"edukasi-004"
"1713","mendasari","dasar","0.00186",,"edukasi-004"
"1714","rsbi","rsbi","0.00586","lemma_not_found","edukasi-004"
"1715","mendatangi","datang","0.00560",,"edukasi-004"
"1716","kementerian","menteri","0.00530",,"edukasi-004"
"1717","pendidikan","didik","0.00770",,"edukasi-004"
"1718","kebudayaan","budaya","0.00639",,"edukasi-004"
"1719","kemdikbud","kemdikbud","0.00777","lemma_not_found","edukasi-004"
"1720","senin","Senin","0.00298",,"edukasi-004"
"1721","mereka","mereka","0.00339",,"edukasi-004"
"1722","datang","datang","0.00310",,"edukasi-004"
"1723","untuk","untuk","0.00353",,"edukasi-004"
"1724","mengajukan","aju","0.00839",,"edukasi-004"
"1725","permintaan","minta","0.00326",,"edukasi-004"
"1726","informasi","informasi","0.00337",,"edukasi-004"
"1727","publik","publik","0.00315",,"edukasi-004"
"1728","kepada","kepada","0.00375",,"edukasi-004"
"1729","pemerintah","perintah","0.00526",,"edukasi-004"
"1730","pascaputusan","pascaputusan","0.00820","lemma_not_found","edukasi-004"
"1731","dikeluarkan","keluar","0.00560",,"edukasi-004"
"1732","peneliti","teliti","0.01434",,"edukasi-004"
"1733","febri","febri","0.01700","lemma_not_found","edukasi-004"
"1734","hendri","hendri","0.00408","lemma_not_found","edukasi-004"
"1735","mengatakan","atak","0.00368",,"edukasi-004"
"1736","bahwa","bahwa","0.00123",,"edukasi-004"
"1737","informasi","informasi","0.00128",,"edukasi-004"
"1738","penting","penting","0.00326",,"edukasi-004"
"1739","agar","agar","0.00346",,"edukasi-004"
"1740","dapat","dapat","0.00327",,"edukasi-004"
"1741","dipantau","pantau","0.00457",,"edukasi-004"
"1742","kinerja","kinerja","0.00307",,"edukasi-004"
"1743","pemerintah","perintah","0.00495",,"edukasi-004"
"1744","pusat","pusat","0.00307",,"edukasi-004"
"1745","pemerintah","perintah","0.00489",,"edukasi-004"
"1746","daerah","daerah","0.00133",,"edukasi-004"
"1747","terutama","utama","0.00492",,"edukasi-004"
"1748","masalah","masalah","0.00134",,"edukasi-004"
"1749","anggaran","anggar","0.00389",,"edukasi-004"
"1750","dalam","dalam","0.01284",,"edukasi-004"
"1751","menyikapi","sikap","0.00829",,"edukasi-004"
"1752","putusan","putus","0.00421",,"edukasi-004"
"1753","tentang","tentang","0.00330",,"edukasi-004"
"1754","pencabutan","cabut","0.00445",,"edukasi-004"
"1755","status","status","0.00297",,"edukasi-004"
"1756","rsbi","rsbi","0.00516","lemma_not_found","edukasi-004"
"1757","pada","pada","0.00382",,"edukasi-004"
"1758","sejumlah","jumlah","0.01355",,"edukasi-004"
"1759","sekolah","sekolah","0.00144",,"edukasi-004"
"1760","kami","kami","0.00145",,"edukasi-004"
"1761","meminta","minta","0.00171",,"edukasi-004"
"1762","informasi","informasi","0.00163",,"edukasi-004"
"1763","agar","agar","0.00130",,"edukasi-004"
"1764","dapat","dapat","0.00131",,"edukasi-004"
"1765","dipantau","pantau","0.00175",,"edukasi-004"
"1766","yang","yang","0.00315",,"edukasi-004"
"1767","dilakukan","laku","0.00611",,"edukasi-004"
"1768","oleh","oleh","0.00385",,"edukasi-004"
"1769","pemerintah","perintah","0.00521",,"edukasi-004"
"1770","setelah","telah","0.00670",,"edukasi-004"
"1771","putusan","putus","0.00400",,"edukasi-004"
"1772","kata","kata","0.00317",,"edukasi-004"
"1773","febri","febri","0.00520","lemma_not_found","edukasi-004"
"1774","gedung","gedung","0.00309",,"edukasi-004"
"1775","kemdikbud","kemdikbud","0.00614","lemma_not_found","edukasi-004"
"1776","jakarta","jakarta","0.00402","lemma_not_found","edukasi-004"
"1777","senin","Senin","0.00137",,"edukasi-004"
"1778","informasi","informasi","0.00144",,"edukasi-004"
"1779","yang","yang","0.00127",,"edukasi-004"
"1780","diminta","minta","0.00149",,"edukasi-004"
"1781","oleh","oleh","0.00291",,"edukasi-004"
"1782","dan","dan","0.00289",,"edukasi-004"
"1783","para","para","0.00316",,"edukasi-004"
"1784","orang","orang","0.00307",,"edukasi-004"
"1785","siswa","siswa","0.00356",,"edukasi-004"
"1786","adalah","adalah","0.00326",,"edukasi-004"
"1787","nama","nama","0.00308",,"edukasi-004"
"1788","alamat","alamat","0.00368",,"edukasi-004"
"1789","satuan","satu","0.00236",,"edukasi-004"
"1790","pendidikan","didik","0.01340",,"edukasi-004"
"1791","semua","semua","0.00175",,"edukasi-004"
"1792","jenjang","jenjang","0.00354",,"edukasi-004"
"1793","pendidikan","didik","0.00766",,"edukasi-004"
"1794","baik","baik","0.00308",,"edukasi-004"
"1795","negeri","negeri","0.00305",,"edukasi-004"
"1796","atau","atau","0.00295",,"edukasi-004"
"1797","swasta","swasta","0.00312",,"edukasi-004"
"1798","yang","yang","0.00339",,"edukasi-004"
"1799","didorong","dorong","0.00401",,"edukasi-004"
"1800","menjadi","jadi","0.00410",,"edukasi-004"
"1801","rsbi","rsbi","0.00496","lemma_not_found","edukasi-004"
"1802","atau","atau","0.00292",,"edukasi-004"
"1803","kemudian","kemudian","0.00356",,"edukasi-004"
"1804","juga","juga","0.00334",,"edukasi-004"
"1805","mengajukan","aju","0.00835",,"edukasi-004"
"1806","permintaan","minta","0.00545",,"edukasi-004"
"1807","salinan","salin","0.00231",,"edukasi-004"
"1808","dokumen","dokumen","0.00197",,"edukasi-004"
"1809","rincian","rinci","0.00229",,"edukasi-004"
"1810","program","program","0.00348",,"edukasi-004"
"1811","anggaran","anggar","0.00479",,"edukasi-004"
"1812","apbn","apbn","0.00427","lemma_not_found","edukasi-004"
"1813","yang","yang","0.00398",,"edukasi-004"
"1814","dialokasikan","alokasi","0.00628",,"edukasi-004"
"1815","untuk","untuk","0.00348",,"edukasi-004"
"1816","program","program","0.01368",,"edukasi-004"
"1817","rsbi-sbi","rsbi-sbi","0.00957","lemma_not_found","edukasi-004"
"1818","untuk","untuk","0.00171",,"edukasi-004"
"1819","anggaran","anggar","0.00168",,"edukasi-004"
"1820","kami","kami","0.00296",,"edukasi-004"
"1821","meminta","minta","0.00368",,"edukasi-004"
"1822","dari","dari","0.00324",,"edukasi-004"
"1823","semua","semua","0.00341",,"edukasi-004"
"1824","tingkatan","tingkat","0.00508",,"edukasi-004"
"1825","baik","baik","0.00332",,"edukasi-004"
"1826","yang","yang","0.00352",,"edukasi-004"
"1827","dikelola","kelola","0.00484",,"edukasi-004"
"1828","kemdikbud","kemdikbud","0.00530","lemma_not_found","edukasi-004"
"1829","dinas","dinas","0.00313",,"edukasi-004"
"1830","pendidikan","didik","0.00784",,"edukasi-004"
"1831","provinsi","provinsi","0.00365",,"edukasi-004"
"1832","dinas","dinas","0.00280",,"edukasi-004"
"1833","pendidikan","didik","0.00561",,"edukasi-004"
"1834","kabupaten","kabupaten","0.00222",,"edukasi-004"
"1835","kota","kota","0.00208",,"edukasi-004"
"1836","satuan","satu","0.01307",,"edukasi-004"
"1837","pendidikan","didik","0.00952",,"edukasi-004"
"1838","tandasnya","tandas","0.00373",,"edukasi-004"
"1839","seperti","seperti","0.00325",,"edukasi-004"
"1840","diketahui","tahu","0.01617",,"edukasi-004"
"1841","pasca","pasca","0.00448","lemma_not_found","edukasi-004"
"1842","putusan","putus","0.00410",,"edukasi-004"
"1843","terkait","kait","0.00423",,"edukasi-004"
"1844","rsbi","rsbi","0.00330","lemma_not_found","edukasi-004"
"1845","pada","pada","0.00336",,"edukasi-004"
"1846","selasa","Selasa","0.00301",,"edukasi-004"
"1847","lalu","lalu","0.00311",,"edukasi-004"
"1848","membuat","buat","0.00446",,"edukasi-004"
"1849","kemdikbud","kemdikbud","0.00589","lemma_not_found","edukasi-004"
"1850","mengambil","ambil","0.00472",,"edukasi-004"
"1851","langkah","langkah","0.00338",,"edukasi-004"
"1852","adanya","ada","0.00380",,"edukasi-004"
"1853","masa","masa","0.00334",,"edukasi-004"
"1854","transisi","transisi","0.00330",,"edukasi-004"
"1855","pada","pada","0.00372",,"edukasi-004"
"1856","sekolah","sekolah","0.00206",,"edukasi-004"
"1857","bekas","bekas","0.00187",,"edukasi-004"
"1858","rsbi","rsbi","0.00323","lemma_not_found","edukasi-004"
"1859","dengan","dengan","0.00310",,"edukasi-004"
"1860","adanya","ada","0.00408",,"edukasi-004"
"1861","masa","masa","0.00331",,"edukasi-004"
"1862","transisi","transisi","0.00350",,"edukasi-004"
"1863","maka","maka","0.00340",,"edukasi-004"
"1864","program","program","0.00345",,"edukasi-004"
"1865","pembelajaran","ajar","0.00919",,"edukasi-004"
"1866","tetap","tetap","0.00372",,"edukasi-004"
"1867","berjalan","jalan","0.00479",,"edukasi-004"
"1868","seperti","seperti","0.00200",,"edukasi-004"
"1869","biasa","biasa","0.00181",,"edukasi-004"
"1870","anggaran","anggar","0.00438",,"edukasi-004"
"1871","yang","yang","0.00335",,"edukasi-004"
"1872","sudah","sudah","0.01229",,"edukasi-004"
"1873","turun","turun","0.00338",,"edukasi-004"
"1874","maka","maka","0.00323",,"edukasi-004"
"1875","tidak","tidak","0.00367",,"edukasi-004"
"1876","akan","akan","0.00192",,"edukasi-004"
"1877","ditarik","tarik","0.00165",,"edukasi-004"
"1878","rsbi","rsbi","0.00188","lemma_not_found","edukasi-005"
"1879","rusak","rusak","0.00129",,"edukasi-005"
"1880","sudah","sudah","0.00383",,"edukasi-005"
"1881","bangsa","bangsa","0.00377",,"edukasi-005"
"1882","belum","belum","0.01238",,"edukasi-005"
"1883","lagi","lagi","0.01095",,"edukasi-005"
"1884","reda","reda","0.00173",,"edukasi-005"
"1885","debat","debat","0.00209",,"edukasi-005"
"1886","tentang","tentang","0.00350",,"edukasi-005"
"1887","kurikulum","kurikulum","0.00222",,"edukasi-005"
"1888","kini","kini","0.00114",,"edukasi-005"
"1889","dunia","dunia","0.00358",,"edukasi-005"
"1890","pendidikan","didik","0.01758",,"edukasi-005"
"1891","dihebohkan","heboh","0.00654",,"edukasi-005"
"1892","oleh","oleh","0.00134",,"edukasi-005"
"1893","keputusan","putus","0.00585",,"edukasi-005"
"1894","mahkamah","mahkamah","0.00123",,"edukasi-005"
"1895","konstitusi","konstitusi","0.00132",,"edukasi-005"
"1896","yang","yang","0.00127",,"edukasi-005"
"1897","memvonis","vonis","0.00160",,"edukasi-005"
"1898","bahwa","bahwa","0.00131",,"edukasi-005"
"1899","proyek","proyek","0.00123",,"edukasi-005"
"1900","rintisan","rintis","0.00159",,"edukasi-005"
"1901","sekolah","sekolah","0.00138",,"edukasi-005"
"1902","bertaraf","taraf","0.00168",,"edukasi-005"
"1903","internasional","internasional","0.00145",,"edukasi-005"
"1904","sekolah","sekolah","0.00261",,"edukasi-005"
"1905","bertaraf","taraf","0.01071",,"edukasi-005"
"1906","internasional","internasional","0.00165",,"edukasi-005"
"1907","bertentangan","tentang","0.00215",,"edukasi-005"
"1908","dengan","dengan","0.00122",,"edukasi-005"
"1909","kedua","dua","0.00167",,"edukasi-005"
"1910","perkara","perkara","0.00149",,"edukasi-005"
"1911","menarik","tarik","0.01101",,"edukasi-005"
"1912","perhatian","hati","0.00606",,"edukasi-005"
"1913","masyarakat","masyarakat","0.00399",,"edukasi-005"
"1914","luas","luas","0.00203",,"edukasi-005"
"1915","terutama","utama","0.00277",,"edukasi-005"
"1916","karena","karena","0.01171",,"edukasi-005"
"1917","nalarnya","nalar","0.00251",,"edukasi-005"
"1918","dinilai","nilai","0.00309",,"edukasi-005"
"1919","tidak","tidak","0.00181",,"edukasi-005"
"1920","nyambung","nyambung","0.00221","lemma_not_found","edukasi-005"
"1921","bertentangan","tentang","0.00523",,"edukasi-005"
"1922","dengan","dengan","0.00311",,"edukasi-005"
"1923","pemahaman","paham","0.00822",,"edukasi-005"
"1924","umum","umum","0.00378",,"edukasi-005"
"1925","tentang","tentang","0.00394",,"edukasi-005"
"1926","tujuan","tuju","0.00463",,"edukasi-005"
"1927","pendidikan","didik","0.00907",,"edukasi-005"
"1928","peningkatan","tingkat","0.00663",,"edukasi-005"
"1929","kualitas","kualitas","0.00352",,"edukasi-005"
"1930","sumber","sumber","0.00432",,"edukasi-005"
"1931","daya","daya","0.00148",,"edukasi-005"
"1932","manusia","manusia","0.01121",,"edukasi-005"
"1933","indonesia","Indonesia","0.00137",,"edukasi-005"
"1934","salah","salah","0.01208",,"edukasi-005"
"1935","satu","satu","0.00184",,"edukasi-005"
"1936","antara","antara","0.00217",,"edukasi-005"
"1937","banyak","banyak","0.00128",,"edukasi-005"
"1938","pokok","pokok","0.00142",,"edukasi-005"
"1939","keberatan","berat","0.00249",,"edukasi-005"
"1940","baik","baik","0.00132",,"edukasi-005"
"1941","terhadap","hadap","0.00165",,"edukasi-005"
"1942","kurikulum","kurikulum","0.00139",,"edukasi-005"
"1943","maupun","maupun","0.00308",,"edukasi-005"
"1944","proyek","proyek","0.00200",,"edukasi-005"
"1945","rsbi","rsbi","0.00233","lemma_not_found","edukasi-005"
"1946","meskipun","meski","0.00140",,"edukasi-005"
"1947","dimaksudkan","maksud","0.00200",,"edukasi-005"
"1948","untuk","untuk","0.00139",,"edukasi-005"
"1949","peningkatan","tingkat","0.00224",,"edukasi-005"
"1950","kualitas","kualitas","0.00141",,"edukasi-005"
"1951","pada","pada","0.01093",,"edukasi-005"
"1952","praktiknya","praktik","0.00157",,"edukasi-005"
"1953","penghapusan","hapus","0.00436",,"edukasi-005"
"1954","bahasa","bahasa","0.00274",,"edukasi-005"
"1955","daerah","daerah","0.00293",,"edukasi-005"
"1956","penggunaan","guna","0.00463",,"edukasi-005"
"1957","bahasa","bahasa","0.00328",,"edukasi-005"
"1958","inggris","Inggris","0.00303",,"edukasi-005"
"1959","justru","justru","0.00299",,"edukasi-005"
"1960","dinilai","nilai","0.00460",,"edukasi-005"
"1961","melemahkan","lemah","0.00573",,"edukasi-005"
"1962","jati","jati","0.00344",,"edukasi-005"
"1963","diri","diri","0.00213",,"edukasi-005"
"1964","bangsa","bangsa","0.00286",,"edukasi-005"
"1965","proyek","proyek","0.00142",,"edukasi-005"
"1966","pembuangan","buang","0.00196",,"edukasi-005"
"1967","kritik","kritik","0.00134",,"edukasi-005"
"1968","lain","lain","0.00126",,"edukasi-005"
"1969","terhadap","hadap","0.00168",,"edukasi-005"
"1970","proyek","proyek","0.00126",,"edukasi-005"
"1971","rsbi","rsbi","0.00205","lemma_not_found","edukasi-005"
"1972","yang","yang","0.00140",,"edukasi-005"
"1973","lantas","lantas","0.00130",,"edukasi-005"
"1974","menjadikan","jadi","0.00215",,"edukasi-005"
"1975","sekolah","sekolah","0.00318",,"edukasi-005"
"1976","eksklusif","eksklusif","0.01159",,"edukasi-005"
"1977","mahal","mahal","0.01280",,"edukasi-005"
"1978","adalah","adalah","0.00332",,"edukasi-005"
"1979","melahirkan","lahir","0.00536",,"edukasi-005"
"1980","diskriminasi","diskriminasi","0.00315",,"edukasi-005"
"1981","kaya-miskin","kaya","0.00331",,"edukasi-005"
"1982","meniadakan","tiada","0.00716",,"edukasi-005"
"1983","kewajiban","wajib","0.00335",,"edukasi-005"
"1984","negara","negara","0.00352",,"edukasi-005"
"1985","menyelenggarakan","selenggara","0.00977",,"edukasi-005"
"1986","pendidikan","didik","0.00804",,"edukasi-005"
